RefSeq_ID,Protein_ID,Gene_ID,Uniprot_ID,BVBRC_ID,PUBMLST_locus
NGO2029,YP_209049.1,3282718,Q5F5A0,fig|242231.10.peg.2444,NEIS2034
NGO2030,YP_209050.1,3282717,Q5F599,fig|242231.10.peg.2445,NEIS2033
NGO2031,YP_209051.1,3282716,#N/A,fig|242231.10.peg.2446,NEIS2032
NGO2032,YP_209052.1,3282715,Q5F597,fig|242231.10.peg.2447,NEIS2030
NGO2033,YP_209053.1,3282714,Q5F596,fig|242231.10.peg.2448,NEIS2029
NGO2034,YP_209054.1,3282713,Q5F595,fig|242231.10.peg.2449,NEIS2028
NGO2035,YP_209055.1,3282712,Q5F594,fig|242231.10.peg.2450,NEIS2027
NGO2036,YP_209056.1,3282711,Q5F593,fig|242231.10.peg.2451,NEIS2026
NGO2037,YP_209057.1,3282710,Q5F592,fig|242231.10.peg.2452,NEIS2025
NGO2038,YP_209058.1,3282709,Q5F591,fig|242231.10.peg.2453,NEIS2024
NGO2039,YP_209059.1,3282708,Q5F590,fig|242231.10.peg.2454,NEIS2023
NGO2040,YP_209060.1,3282707,Q5F589,fig|242231.10.peg.2455,NEIS2022
NGO2041,YP_209061.1,3282706,Q5F588,fig|242231.10.peg.2456,NEIS2021
NGO2042,YP_209062.1,3282705,#N/A,#N/A,#N/A
NGO2043,YP_209063.1,3282704,Q5F586,fig|242231.10.peg.2463,#N/A
NGO2044,YP_209064.1,3282703,Q5F585,fig|242231.10.peg.2464,NEIS0007
NGO2045,YP_209065.1,3282702,Q5F584,fig|242231.10.peg.2465,NEIS0008
NGO2046,YP_209066.1,3282701,Q5F583,fig|242231.10.peg.2466,#N/A
NGO2047,YP_209067.1,3282731,#N/A,fig|242231.10.peg.2467,NEIS0009
NGO2048,YP_209068.1,3282730,Q5F581,fig|242231.10.peg.2469,NEIS0010
NGO2050,YP_209069.1,3282857,Q5F580,fig|242231.10.peg.2472,NEIS0012
NGO2051,YP_209070.1,3282852,Q5F579,fig|242231.10.peg.2473,NEIS0013
NGO2052,YP_209071.1,3282733,Q5F578,fig|242231.10.peg.2474,NEIS0014
NGO2053,YP_209072.1,3282732,Q5F577,fig|242231.10.peg.2476,NEIS0015
NGO2054,YP_209073.1,3282742,Q5F576,fig|242231.10.peg.2477,#N/A
NGO2055,YP_209074.1,3282741,Q5F575,fig|242231.10.peg.2478,NEIS0016
NGO2056,YP_209075.1,3282740,Q5F574,fig|242231.10.peg.2479,NEIS0017
NGO2057,YP_209076.1,3282739,Q5F573,fig|242231.10.peg.2480,NEIS0018
NGO2058,YP_209077.1,3282738,Q5F572,fig|242231.10.peg.2481,NEIS0019
NGO2059,YP_209078.1,3282737,Q5F571,fig|242231.10.peg.2482,NEIS0020
NGO2060,YP_209079.1,3282736,Q5F570,fig|242231.10.peg.2483,NEIS0021
NGO2065,YP_209080.1,3282735,Q5F569,fig|242231.10.peg.2494,#N/A
NGO2068,YP_209081.1,3282734,Q5F568,fig|242231.10.peg.2506,NEIS2016
NGO2069,YP_209082.1,3282848,Q5F567,fig|242231.10.peg.2507,NEIS2015
NGO2070,YP_209083.1,3282847,Q5F566,fig|242231.10.peg.2508,NEIS2014
NGO2071,YP_209084.1,3282846,Q5F565,fig|242231.10.peg.2509,NEIS2012
NGO2072,YP_209085.1,3282845,Q5F564,fig|242231.10.peg.2510,#N/A
NGO2073,YP_209086.1,3282844,Q5F563,fig|242231.10.peg.2511,NEIS2010
NGO2074,YP_209087.1,3282843,Q5F562,fig|242231.10.peg.2512,NEIS2009
NGO2075,YP_209088.1,3282842,Q5F561,fig|242231.10.peg.2513,NEIS2008
NGO2076,YP_209089.1,3282841,Q5F560,fig|242231.10.peg.2514,NEIS2007
NGO2077,YP_209090.1,3282840,Q5F559,fig|242231.10.peg.2515,NEIS2006
NGO2078,YP_209091.1,3282839,#N/A,fig|242231.10.peg.2517,NEIS2005
NGO2079,YP_209092.1,3282838,Q5F557,fig|242231.10.peg.2518,NEIS2004
NGO2080,YP_209093.1,3282837,Q5F556,fig|242231.10.peg.2519,NEIS2003
NGO2081,YP_209094.1,3282836,Q5F555,fig|242231.10.peg.2520,NEIS2002
NGO2082,YP_209095.1,3282835,Q5F554,fig|242231.10.peg.2521,NEIS2001
NGO2083,YP_209096.1,3282834,Q5F553,fig|242231.10.peg.2522,NEIS2000
NGO2084,YP_209097.1,3282833,Q5F552,fig|242231.10.peg.2523,NEIS1999
NGO2085,YP_209098.1,3282832,Q5F551,fig|242231.10.peg.2524,NEIS1998
NGO2086,YP_209099.1,3282831,Q5F550,fig|242231.10.peg.2525,NEIS2733
NGO2087,YP_209100.1,3282830,Q5F549,fig|242231.10.peg.2526,#N/A
NGO2088,YP_209101.1,3282829,Q5F548,fig|242231.10.peg.2527,NEIS1968
NGO2089,YP_209102.1,3282828,Q5F547,fig|242231.10.peg.2528,NEIS1967
NGO2090,YP_209103.1,3282827,Q5F546,fig|242231.10.peg.2529,NEIS1966
NGO2091,YP_209104.1,3282826,Q5F545,fig|242231.10.peg.2530,NEIS1965
NGO2092,YP_209105.1,3282825,Q5F544,fig|242231.10.peg.2532,NEIS1964
NGO2093,YP_209106.1,3282824,Q5F543,fig|242231.10.peg.2533,#N/A
NGO2094,YP_209107.1,3282823,Q5F542,fig|242231.10.peg.2534,NEIS1949
NGO2095,YP_209108.1,3282822,Q5F541,fig|242231.10.peg.2535,NEIS1948
NGO2096,YP_209109.1,3282821,Q5F540,fig|242231.10.peg.2537,NEIS1951
NGO2097,YP_209110.1,3282820,Q5F539,fig|242231.10.peg.2538,NEIS2734
NGO2098,YP_209111.1,3282819,Q5F538,fig|242231.10.peg.2539,NEIS1952
NGO2099,YP_209112.1,3282818,Q5F537,fig|242231.10.peg.2540,NEIS1953
NGO2100,YP_209113.1,3282817,Q5F536,fig|242231.10.peg.2541,NEIS1954
NGO2101,YP_209114.1,3282816,Q5F535,fig|242231.10.peg.2542,NEIS1955
NGO2102,YP_209115.1,3282815,Q5F534,fig|242231.10.peg.2543,NEIS1956
NGO2103,YP_209116.1,3282814,Q5F533,fig|242231.10.peg.2544,NEIS1957
NGO2104,YP_209117.1,3282813,Q5F532,fig|242231.10.peg.2546,NEIS1958
NGO2105,YP_209118.1,3282812,Q5F531,fig|242231.10.peg.2547,NEIS1959
NGO2106,YP_209119.1,3282811,#N/A,#N/A,#N/A
NGO2107,YP_209120.1,3282810,Q5F529,fig|242231.10.peg.2549,NEIS1962
NGO2108,YP_209121.1,3282809,#N/A,#N/A,#N/A
NGO2109,YP_209122.1,3282808,Q5F527,fig|242231.10.peg.2552,NEIS1947
NGO2111,YP_209123.1,3282807,#N/A,fig|242231.10.peg.2554,NEIS1945
NGO2112,YP_209124.1,3282806,#N/A,fig|242231.10.peg.2555,NEIS1944
NGO2113,YP_209125.1,3282805,Q5F524,fig|242231.10.peg.2556,NEIS2735
NGO2116,YP_209126.1,3282804,#N/A,fig|242231.10.peg.2561,NEIS1938
NGO2117,YP_209127.1,3282803,Q5F522,fig|242231.10.peg.2563,NEIS1937
NGO2118,YP_209128.1,3282802,#N/A,fig|242231.10.peg.2564,NEIS1936
NGO2119,YP_209129.1,3282801,Q5F520,fig|242231.10.peg.2565,NEIS1935
NGO2120,YP_209130.1,3282800,Q5F519,fig|242231.10.peg.2566,NEIS1934
NGO2121,YP_209131.1,3282799,Q5F518,fig|242231.10.peg.2567,NEIS1933
NGO2122,YP_209132.1,3282798,#N/A,fig|242231.10.peg.2568,NEIS1932
NGO2123,YP_209133.1,3282797,Q5F516,fig|242231.10.peg.2569,NEIS1931
NGO2124,YP_209134.1,3282796,Q5F515,fig|242231.10.peg.2570,NEIS1930
NGO2125,YP_209135.1,3282795,#N/A,fig|242231.10.peg.2572,NEIS1929
NGO2126,YP_209136.1,3282794,Q5F513,fig|242231.10.peg.2573,NEIS1928
NGO2127,YP_209137.1,3282793,#N/A,fig|242231.10.peg.2574,NEIS1927
NGO2128,YP_209138.1,3282792,Q5F511,fig|242231.10.peg.2575,NEIS1926
NGO2130,YP_209139.1,3282791,Q5F510,fig|242231.10.peg.2577,NEIS1925
NGO2131,YP_209140.1,3282790,Q5F509,fig|242231.10.peg.2578,NEIS1924
NGO2132,YP_209141.1,3282789,#N/A,fig|242231.10.peg.2579,NEIS1922
NGO2133,YP_209142.1,3282788,#N/A,fig|242231.10.peg.2580,#N/A
NGO2134,YP_209143.1,3282787,Q5F506,fig|242231.10.peg.2581,NEIS1921
NGO2135,YP_209144.1,3282786,Q5F505,fig|242231.10.peg.2582,NEIS1920
NGO2136,YP_209145.1,3282785,Q5F504,fig|242231.10.peg.2583,#N/A
NGO2137,YP_209146.1,3282784,#N/A,fig|242231.10.peg.2584,NEIS1919
NGO2138,YP_209147.1,3282783,Q5F502,fig|242231.10.peg.2585,NEIS1918
NGO2139,YP_209148.1,3282782,Q5F501,fig|242231.10.peg.2587,NEIS1917
NGO2140,YP_209149.1,3282781,#N/A,fig|242231.10.peg.2588,NEIS1916
NGO2141,YP_209150.1,3282780,Q5F4Z9,fig|242231.10.peg.2590,NEIS1915
NGO2142,YP_209151.1,3282779,#N/A,#N/A,#N/A
NGO2143,YP_209152.1,3282778,Q5F4Z7,fig|242231.10.peg.2592,NEIS1913
NGO2144,YP_209153.1,3282777,Q5F4Z6,fig|242231.10.peg.2593,NEIS1912
NGO2145,YP_209154.1,3282776,Q5F4Z5,fig|242231.10.peg.2594,NEIS1911
NGO2146,YP_209155.1,3282775,Q5F4Z4,fig|242231.10.peg.2595,NEIS1910
NGO2147,YP_209156.1,3282774,Q5F4Z3,fig|242231.10.peg.2596,NEIS1909
NGO2148,YP_209157.1,3282773,Q5F4Z2,fig|242231.10.peg.2597,NEIS1908
NGO2149,YP_209158.1,3282772,Q5F4Z1,fig|242231.10.peg.2598,NEIS1907
NGO2150,YP_209159.1,3282771,Q5F4Z0,fig|242231.10.peg.2599,NEIS1906
NGO2151,YP_209160.1,3282770,Q5F4Y9,fig|242231.10.peg.2600,NEIS1905
NGO2153,YP_209161.1,3282769,Q5F4Y8,fig|242231.10.peg.2601,NEIS1904
NGO2154,YP_209162.1,3282768,Q5F4Y7,fig|242231.10.peg.2602,NEIS1903
NGO2156,YP_209163.1,3282767,Q5F4Y6,fig|242231.10.peg.2604,#N/A
NGO2158,YP_209164.1,3282766,Q5F4Y5,fig|242231.10.peg.2607,#N/A
NGO2159,YP_209165.1,3282765,Q5F4Y4,fig|242231.10.peg.2608,#N/A
NGO2160,YP_209166.1,3282764,Q5F4Y3,fig|242231.10.peg.2609,NEIS1899
NGO2161,YP_209167.1,3282763,Q5F4Y2,fig|242231.10.peg.2610,NEIS1898
NGO2162,YP_209168.1,3282762,Q5F4Y1,fig|242231.10.peg.2611,NEIS1896
NGO2163,YP_209169.1,3282761,Q5F4Y0,fig|242231.10.peg.2613,NEIS0302
NGO2164,YP_209170.1,3282760,Q5F4X9,fig|242231.10.peg.2614,NEIS0303
NGO2165,YP_209171.1,3282759,Q5F4X8,fig|242231.10.peg.2615,NEIS0304
NGO2166,YP_209172.1,3282758,Q5F4X7,fig|242231.10.peg.2616,NEIS0305
NGO2167,YP_209173.1,3282757,Q5F4X6,fig|242231.10.peg.2617,NEIS0306
NGO2168,YP_209174.1,3282756,Q5F4X5,fig|242231.10.peg.2618,NEIS0307
NGO2170,YP_209175.1,3282755,Q5F4X4,fig|242231.10.peg.2622,NEIS0309
NGO2171,YP_209176.1,3282754,Q5F4X3,fig|242231.10.peg.2624,NEIS0310
NGO2172,YP_209177.1,3282753,Q5F4X2,fig|242231.10.peg.2625,NEIS0311
NGO2173,YP_209178.1,3282752,Q5F4X1,fig|242231.10.peg.2627,NEIS0312
NGO2174,YP_209179.1,3282751,Q5F4X0,fig|242231.10.peg.2628,NEIS0313
NGO2175,YP_209180.1,3282750,Q5F4W9,fig|242231.10.peg.2629,NEIS0314
NGO2176,YP_209181.1,3282749,#N/A,#N/A,#N/A
NGO2177,YP_209182.1,3282748,#N/A,fig|242231.10.peg.2630,NEIS0315
NGO2178,YP_209183.1,3282747,Q5F4W6,fig|242231.10.peg.2631,NEIS0316
NGO2179,YP_209184.1,3282746,Q5F4W5,fig|242231.10.peg.2632,#N/A
NGO2180,YP_209185.1,3282745,Q5F4W4,fig|242231.10.peg.2633,NEIS0317
NGO2182,YP_209187.1,3282743,Q5F4W2,fig|242231.10.peg.2635,NEIS0319
NGO2181,YP_209186.1,3282744,Q5F4W3,fig|242231.10.peg.2634,NEIS0318
